gene,pval,qval,log2fc,mean,zero_mean,zero_variance,FDR
SGCB,3.833849148301402e-20,1.866781862921601e-17,-0.7160085869594729,152.995039255027,False,False,1.866781862921601e-17
LHCGR,0.00010091667160837687,0.0006561002019570616,0.4668800960017067,35.25532093944165,False,False,0.0006561002019570616
LIG1,2.2356422282177183e-05,0.0001864177023375955,0.4175677614167807,36.48881958315036,False,False,0.0001864177023375955
LIPA,0.7037677509612066,0.7659890997667768,-0.0004723847789238819,70.64636256070744,False,False,0.7659890997667768
LIPC,0.019848215045876177,0.04422585777864245,0.18716362037195605,33.16134927736833,False,False,0.04422585777864245
LYZ,0.00033029732552685803,0.0017196092893144216,0.3776000330667513,79.62561695687722,False,False,0.0017196092893144216
MBL2,0.012378289921657015,0.0302596774237574,0.25137814569291894,29.65334841068959,False,False,0.0302596774237574
MEFV,0.0015653246735443172,0.005866559131981062,0.2835718987545631,30.39604640167031,False,False,0.005866559131981062
MLH1,0.9345176746556607,0.9502324852532665,0.024407909596207616,49.53638670748512,False,False,0.9502324852532665
MPO,2.7201587167539254e-06,3.0689693131767e-05,0.5605368723582496,37.26477772757511,False,False,3.0689693131767e-05
MSH2,0.7641864387241455,0.8166180580833303,-0.040266976951541314,43.98585871242037,False,False,0.8166180580833303
MTM1,0.6072576630030327,0.6835851152001652,-0.04292164903656168,37.88775010076945,False,False,0.6835851152001652
MTTP,0.036073914538476415,0.07124299719344958,0.20153698015858457,31.13749187904716,False,False,0.07124299719344958
MTR,0.28375100921583307,0.3750174945371828,-0.07037935177957476,37.24296464856039,False,False,0.3750174945371828
MMUT,0.10806727228228907,0.1719615358650838,-0.10084836977389249,39.09624058768253,False,False,0.1719615358650838
MYBPC3,0.06803623760251137,0.11872814338953769,0.1651591274744284,34.69305138299929,False,False,0.11872814338953769
MYH7,0.0012168508069984932,0.004843060976961308,0.34266607496622264,25.451622521317248,False,False,0.004843060976961308
MYL3,5.767425317884382e-05,0.00041636625305038906,-0.2957621914321686,68.77061070691819,False,False,0.00041636625305038906
MYO5A,0.07779552000090292,0.1322902772334075,0.15370392492476037,40.51487534798231,False,False,0.1322902772334075
MYOC,0.0009412964330474831,0.003940454276171398,0.3490437179817211,33.87388042475553,False,False,0.003940454276171398
NAGA,0.0025522661099988803,0.00863022292275389,0.26212273661361224,35.971361070671335,False,False,0.00863022292275389
NAGLU,0.07974660614772397,0.13483975633293763,0.13818374467649747,46.6787561506233,False,False,0.13483975633293763
PTCH1,0.2065869924565059,0.2904840125710714,0.13432955223283585,44.78121251867921,False,False,0.2904840125710714
NCF1,2.7756474950048458e-09,7.123135312076929e-08,0.6943393466191575,85.92382920028379,False,False,7.123135312076929e-08
NDP,0.5913222584981488,0.6695982710520959,-0.00506390763334626,29.703335896434403,False,False,0.6695982710520959
NF1,4.879126493621249e-07,6.880981517642833e-06,-0.30619953912021103,71.62989080032247,False,False,6.880981517642833e-06
PNP,0.4233606661240332,0.5135336570927617,-0.16364912747643595,62.608052196118656,False,False,0.5135336570927617
NPC1,0.29948541626799285,0.39181069484597836,0.12596104427261054,42.99899896199271,False,False,0.39181069484597836
GPR143,0.029816211994557865,0.06129881894836713,0.2830381325587563,28.922608330745824,False,False,0.06129881894836713
OAT,0.6369586408078554,0.7089110214055788,0.08231484674707218,66.4435452966882,False,False,0.7089110214055788
OCA2,0.003657872864729382,0.01151047986668159,0.2833034209380893,32.61804959598004,False,False,0.01151047986668159
OCRL,0.000509607074043097,0.0024177588951331853,-0.2123804420128998,43.02028525435684,False,False,0.0024177588951331853
PAH,0.00035020888565914923,0.0018009769347835571,-0.4552835866625116,38.041605187742505,False,False,0.0018009769347835571
PAX2,0.38672602394306954,0.4781231872924372,0.13363416151977273,41.38958305000459,False,False,0.4781231872924372
PAX6,0.0011688882398210767,0.004683399545562881,0.36046628766578726,40.56671424200071,False,False,0.004683399545562881
PCBD1,2.2356422282177183e-05,0.0001864177023375955,-0.3578439321957536,78.35369862806077,False,False,0.0001864177023375955
PCCA,0.7294585715335803,0.7872825448603498,0.06552288015873897,49.951859698199584,False,False,0.7872825448603498
PDE6B,0.017545960752116216,0.040080606394618065,0.27948293338740615,32.945529323296256,False,False,0.040080606394618065
PDHA1,0.0002646779021093272,0.0014391228982453368,-0.25921099729087904,55.86006781558862,False,False,0.0014391228982453368
PEPD,1.5061585626852347e-09,4.1347851461965724e-08,-0.4618212994035648,64.34231475215631,False,False,4.1347851461965724e-08
PEX12,4.879126493621249e-07,6.880981517642833e-06,0.5436866713641628,43.779241779506606,False,False,6.880981517642833e-06
PEX6,0.00017897510366127214,0.001041703788312211,0.33819416887913417,43.53678010774139,False,False,0.001041703788312211
PEX7,0.7237219907643354,0.7820035035688214,0.03412254941876823,39.38287906518718,False,False,0.7820035035688214
PFKM,0.0003207436306829288,0.0016807474932104877,-0.2269730833947048,49.690697791592385,False,False,0.0016807474932104877
PGK1,1.0708762200213013e-06,1.3665119102795957e-05,-0.25848697891068895,212.31475369242213,False,False,1.3665119102795957e-05
PHKA2,0.5966126903960132,0.6736924576099983,0.11375286014359767,38.4508461920207,False,False,0.6736924576099983
PHKB,0.007600534787147683,0.020620629789823104,-0.17476201309845435,58.9079481035271,False,False,0.020620629789823104
PHKG2,0.41238032562095417,0.502984387934378,0.07185006395849733,49.13427657569015,False,False,0.502984387934378
SERPINA1,1.5061585626852347e-09,4.1347851461965724e-08,-0.38887916565332326,189.94339654909686,False,False,4.1347851461965724e-08
PKD2,0.005002193214802721,0.014782875108368431,-0.15172084549829373,72.30000356379772,False,False,0.014782875108368431
PKP1,0.4550011185187893,0.5441368727994544,0.09699555814289851,35.61680160112829,False,False,0.5441368727994544
PLA2G2A,0.00029361151453635313,0.0015660691419619895,0.3452278464869727,41.985250460221465,False,False,0.0015660691419619895
PLOD1,0.04302319030609072,0.08202556313586776,0.3217690134880966,146.39359483142826,False,False,0.08202556313586776
PMM2,6.325931160000246e-08,1.130905355106131e-06,0.46931045736080296,44.545126716562564,False,False,1.130905355106131e-06
PMP22,0.0030033431699982515,0.009795674012775894,0.2257505098762328,55.26837869938588,False,False,0.009795674012775894
PON2,1.999521933046727e-09,5.308056574915866e-08,-0.3664409757741687,94.68905951992778,False,False,5.308056574915866e-08
POU1F1,0.0026504822879462485,0.008877964115472382,0.319457975129387,31.22814708428095,False,False,0.008877964115472382
POU3F4,0.8439783363983648,0.880973212139171,0.008455141259485167,34.95530726285589,False,False,0.880973212139171
PRNP,9.167366042086338e-07,1.1970626243946612e-05,-0.35574259733653696,75.35972846114396,False,False,1.1970626243946612e-05
PROC,0.007863996255498197,0.02120482697689932,0.2937137300595567,32.4539836397107,False,False,0.02120482697689932
PROS1,0.0016712041667838289,0.006148795127858657,0.17975879637461895,89.64586465310731,False,False,0.006148795127858657
PTH,0.4390171607933906,0.5290910262593699,0.09807623706070465,32.05906684926693,False,False,0.5290910262593699
PTH1R,1.0299068344056341e-15,1.221561933141503e-13,-0.8859680191331403,206.38260809367137,False,False,1.221561933141503e-13
PTS,0.005694793153895931,0.01641033448474325,-0.21357590242749447,46.57162424381947,False,False,0.01641033448474325
PEX2,0.3846330408419968,0.4760444919531415,0.0001647558553947886,42.356088011056784,False,False,0.4760444919531415
QDPR,5.576166561205019e-06,5.700320987954501e-05,-0.3721850454247121,46.341859343867974,False,False,5.700320987954501e-05
RB1,0.5966126903960132,0.6736924576099983,0.04264026671689558,60.85435345028871,False,False,0.6736924576099983
PRPH2,0.014686107317424145,0.03474453953385743,0.21443109587618248,37.34205000192527,False,False,0.03474453953385743
RHAG,0.017728448768358995,0.040407672771735216,0.2414727962215155,33.85206053561012,False,False,0.040407672771735216
PITX2,5.10684480677035e-08,9.430334277412353e-07,0.53739191058454,41.267992877320154,False,False,9.430334277412353e-07
RLBP1,0.021743937286786183,0.04765226478945928,0.2052417216208256,28.758183831336513,False,False,0.04765226478945928
ROM1,0.003983050138052215,0.012276924321902404,0.26083128957137747,33.69666914971883,False,False,0.012276924321902404
RPGR,0.00017626897880067984,0.0010298405161821849,-0.32388831519515887,36.04008040972204,False,False,0.0010298405161821849
RPE65,0.02046343575519934,0.0453672360146721,0.2338104084340893,32.83827831601137,False,False,0.0453672360146721
RS1,0.7496542210763787,0.804667133807648,-0.0004379405759231748,30.517575116765578,False,False,0.804667133807648
ATXN1,0.05061875342318714,0.09340767872636198,-0.12962791625763964,69.29431147223352,False,False,0.09340767872636198
SCN4A,0.001606912521132377,0.005977624121132363,0.32383195567796164,36.34324003386017,False,False,0.005977624121132363
SGCD,0.09993760587999434,0.161525639552545,0.19286818492886845,33.62450798085872,False,False,0.161525639552545
SLC12A1,0.18167527374493564,0.26202647050452443,-0.32684883841433454,51.31393883212301,False,False,0.26202647050452443
SLC2A2,0.07339393144294683,0.12624411206552433,0.17550876304013285,37.3722245901223,False,False,0.12624411206552433
SLC3A1,0.009839367116475832,0.02513916180007627,-0.17743231870285223,50.819516201147295,False,False,0.02513916180007627
SLC4A1,0.027319869874944464,0.05725445150029419,0.21868430095078215,37.84367949210557,False,False,0.05725445150029419
SLC5A1,0.000311449073116708,0.0016413392765247646,0.4112114664093679,37.67105804033727,False,False,0.0016413392765247646
SMN1,3.702351650851163e-05,0.000286990417242141,0.2756034220673415,73.39244407295381,False,False,0.000286990417242141
SNCA,0.03923632574219594,0.0761394583332828,-0.137443652936284,94.96409192181274,False,False,0.0761394583332828
ABCA4,1.8522773467724032e-05,0.0001591857303638169,0.44270333959605973,31.74831600317219,False,False,0.0001591857303638169
ABCC8,0.0032351193156157114,0.010404903997364419,0.31412906267402535,39.463559169897295,False,False,0.010404903997364419
SERPINA7,0.33842291725731855,0.4295108881275921,0.15236812184602327,32.02691640149827,False,False,0.4295108881275921
TCN2,6.844247154488955e-13,4.0459777987063615e-11,0.8318176308765932,71.71537468417378,False,False,4.0459777987063615e-11
TCOF1,0.36006066704389206,0.45188920316849585,0.05990748510651445,42.85160213188837,False,False,0.45188920316849585
TH,0.005061852517292494,0.014923431664669059,0.24694890116702775,33.37016874991807,False,False,0.014923431664669059
THBD,2.768641198532468e-10,9.18067528610148e-09,0.6711358632828589,57.362823332716154,False,False,9.18067528610148e-09
TIMP3,0.008606998480390319,0.022689171232748547,0.19016654507680114,1700.9046507969797,False,False,0.022689171232748547
